Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
Language modeling with deep transformers,https://arxiv.org/abs/1905.04226,subword-level models to attention based encoder-decoder models  the decoder component  of the Transformer architecture [1].  We observe that the first layer of the model with positional,"K Irie, A Zeyer, R Schlüter, H Ney",2019,arXiv preprint arXiv:1905.04226,0.7486578830235632,0.750057605066082,0.7493577440448226
Scale-aware modulation meet transformer,http://openaccess.thecvf.com/content/ICCV2023/html/Lin_Scale-Aware_Modulation_Meet_Transformer_ICCV_2023_paper.html,"introduce the Multi-Head Mixed Convolution (MHMC) module,  -Transformer architecture  called the Evolutionary Hybrid  -head and multi-head mixed convolution in the last layer during","W Lin, Z Wu, J Chen, J Huang",2023,Proceedings of the IEEE …,0.7568116031871958,0.741416292469005,0.7491139478281004
LncLocFormer: a Transformer-based deep learning model for multi-label lncRNA subcellular localization prediction by using localization-specific attention mechanism,https://academic.oup.com/bioinformatics/article-abstract/39/12/btad752/7477673,"We know that Recurrent Neural Network (RNN) is a  attention scores from the previous  self-attention layer. Instead of using a single attention in the traditional Transformer architecture,","M Zeng, Y Wu, Y Li, R Yin, C Lu, J Duan, M Li",2023,Bioinformatics,0.7406840137667935,0.7568572751494859,0.7487706444581397
DMFormer: Closing the gap Between CNN and Vision Transformers,https://ieeexplore.ieee.org/abstract/document/10097256/,"a Dynamic Multi-level Attention mechanism (DMA), which  DMA, we extend the architecture  of Swin Transformer [3] and  stem module, which consists of a 7×7 convolution layer with","Z Wei, H Pan, L Li, M Lu, X Niu",2023,ICASSP 2023-2023 …,0.7465486115428973,0.750186228560992,0.7483674200519447
Fully cross-attention transformer for guided depth super-resolution,https://www.mdpi.com/1424-8220/23/5/2723,"a transformer-based architecture with a novel guidance  using a CAGM module, which  leverages transformers to fuse and  use a cross-attention mechanism instead of self-attention. We","I Ariav, I Cohen",2023,Sensors,0.7379576537205469,0.7586112216345372,0.748284437677542
Multi-compound transformer for accurate biomedical image segmentation,https://link.springer.com/chapter/10.1007/978-3-030-87193-2_31,"tokens to the Transformer-Self-Attention module to construct  approach, thoroughly leveraging  the attention mechanism’s  K_c}\)of the last layer of the TCA module is further passed to a","Y Ji, R Zhang, H Wang, Z Li, L Wu, S Zhang",2021,… Image Computing and …,0.7381226274041859,0.7578384280821533,0.7479805277431696
Attention based transformer for student answers assessment,https://par.nsf.gov/biblio/10188357,"proposed model uses a multiYhead attention mechanism that  based model architecture is  different from our proposed model  layer of the transformer. In all experiments, we trained our",N Ait Khayi,2020,Proceedings of the Thirty-Third International FLAIRS …,0.7469764792986612,0.7488321889486396,0.7479043341236504
Can vision transformers perform convolution?,https://arxiv.org/abs/2111.01353,"that attention-based networks, such as Vision Transformer ( , where the multi-head attention  mechanism and the relative  have some constraints on the ViT architecture. In particular, we","S Li, X Chen, D He, CJ Hsieh",2021,arXiv preprint arXiv:2111.01353,0.7308923895130618,0.7634117069336008,0.7471520482233314
Interpretable deep learning model for building energy consumption prediction based on attention mechanism,https://www.sciencedirect.com/science/article/pii/S0378778821006630,"Attention based on hidden layer states and feature-based  prediction model based on the  transformer model. The specific  help of the encoder and decoder architecture, the prediction of","Y Gao, Y Ruan",2021,Energy and Buildings,0.7421589230323504,0.751738484733979,0.7469487038831647
Attention weights in transformer NMT fail aligning words between sequences but largely explain model predictions,https://arxiv.org/abs/2109.05853,"Transformer architecture in the Neural Machine Translation (NMT) setting. Focusing on the  encoder-decoder attention mechanism, we prove that attention  -decoder attention module is","J Ferrando, MR Costa-jussà",2021,arXiv preprint arXiv:2109.05853,0.7409046899993791,0.7529518079626909,0.7469282489810349
End-to-end dense video captioning with masked transformer,http://openaccess.thecvf.com/content_cvpr_2018/html/Zhou_End-to-End_Dense_Video_CVPR_2018_paper.html,networks and selfattention  an attention mechanism within a module and is a potential way  to learn this long-range dependence. In selfattention the higher layer in the same module is,"L Zhou, Y Zhou, JJ Corso",2018,Proceedings of the …,0.7318388875623774,0.7619037387860326,0.746871313174205
RTFormer: Efficient design for real-time semantic segmentation with transformer,https://proceedings.neurips.cc/paper_files/paper/2022/hash/30e10e671c5e43edb67eb257abb6c3ea-Abstract-Conference.html,"attention [15], we developed a GPU-Friendly attention module  attention mechanism while  achieving the real-time speed.  And for the design of multi-resolution architecture, we can","J Wang, C Gou, Q Wu, H Feng, J Han",2022,Advances in Neural …,0.7401021414787559,0.7525273466200113,0.7463147440493836
Comparative study of Transformer and LSTM Network with attention mechanism on Image Captioning,https://link.springer.com/chapter/10.1007/978-981-99-3761-5_47,"is comparable to that of RNNs, but its repeating module  hidden state and passing it through  a fully connected layer. The  captions using a base transformer architecture and achieved a","P Dandwate, C Shahane, V Jagtap",2023,… Conference on Information …,0.7240962604611695,0.7672088953302632,0.7456525778957164
A transformer-based framework for scene text recognition,https://ieeexplore.ieee.org/abstract/document/9894408/,"use the 83 attention mechanism in its prediction module for STR  We propose a modified  Transformer-based architecture to  the encoder’s multi-head self- 517 attention mechanism, we","P Selvam, JAS Koilraj, CAT Romero, M Alharbi",2022,IEEE …,0.7444805600955224,0.7436983681720475,0.744089464133785
Adapted transformer network for news recommendation,https://www.sciencedirect.com/science/article/pii/S0925231221015356,"We elaborate the model architecture with adapted transformer interaction  Besides the  adapted transformer interaction module, we also propose two additional attention mechanism to","J Huang, Z Han, H Xu, H Liu",2022,Neurocomputing,0.7416649632424346,0.7458887503567608,0.7437768567995977
SwiniPASSR: Swin transformer based parallax attention network for stereo image super-resolution,http://openaccess.thecvf.com/content/CVPR2022W/NTIRE/html/Jin_SwiniPASSR_Swin_Transformer_Based_Parallax_Attention_Network_for_Stereo_Image_CVPRW_2022_paper.html,": we firstly elaborate the network architecture and the impact of the conversion layer, then  we  To construct parallax attention mechanism (PAM), we introduce biPAM module and its","K Jin, Z Wei, A Yang, S Guo, M Gao",2022,Proceedings of the …,0.7444018453409615,0.7420261911204399,0.7432140182307008
… -YOLOv5: An automated damage detection model based on DenseNet and Swin-Transformer prediction head-enabled YOLOv5 with attention mechanism,https://www.sciencedirect.com/science/article/pii/S1474034623001350,"Along a similar line, deep neural network (DNN) architecture has  5-(a), the network structure  of the CBAM module consists of  attention map from multi-layer perceptron (MLP). The CAM","AM Roy, J Bhaduri",2023,Advanced Engineering Informatics,0.728621199857445,0.7486499476778365,0.7386355737676408
Time series forecasting based on convolution transformer,https://search.ieice.org/bin/summary.php?id=e106-d_5_976,Each attention mechanism module is followed by a convolution pooling layer to adjust the   and effect of the proposed network model architecture in time series forecasting. MSE is,"N Wang, X Zhao",2023,IEICE TRANSACTIONS on Information and …,0.7361055580989396,0.7399010473090525,0.7380033027039961
Rethinking graph transformers with spectral attention,https://proceedings.neurips.cc/paper_files/paper/2021/hash/b4fd1d2cb085390fbbadae65e07876a7-Abstract.html,", and outperforms any attention-based model by a wide margin passing model, and we  demonstrate that our SAN architecture  Since we use a similar attention mechanism, our code was","D Kreuzer, D Beaini, W Hamilton",2021,Advances in …,0.7347323728914207,0.7363016803914694,0.735517026641445
Uctransnet: rethinking the skip connections in u-net from a channel-wise perspective with transformer,https://ojs.aaai.org/index.php/AAAI/article/view/20144,"decoder architecture. It is still challenging for U-Net with a simple skip connection scheme  to  CTrans module in U-Net), from the channel perspective with attention mechanism. Specif","H Wang, P Cao, J Wang, OR Zaiane",2022,Proceedings of the AAAI …,0.7248978704012918,0.7388947415416529,0.7318963059714724
Improved Pest-YOLO: Real-time pest detection based on efficient channel attention mechanism and transformer encoder,https://www.sciencedirect.com/science/article/pii/S1574954123003692,"(CNN) architecture to enhance its capability to capture global  the ECA module into the  ResNet-50-D network. This addition  Instead, we introduce a simple linear layer to transform the","Z Tang, J Lu, Z Chen, F Qi, L Zhang",2023,Ecological Informatics,0.7291946208453127,0.7293970591896319,0.7292958400174723
Set transformer,https://www.robots.ox.ac.uk/~mobile/Papers/ICLR2019_lee.pdf,"attention-based neural network module, the Set Transformer,  Set Transformers, our novel  neural network architecture for  the multihead attention mechanism used in Transformer. We","J Lee, Y Lee, J Kim, AR Kosiorek, S Choi",2019,… on Machine Learning,0.7309593769971641,0.7223741717685366,0.7266667743828503
ResT-ReID: Transformer block-based residual learning for person re-identification,https://www.sciencedirect.com/science/article/pii/S016786552200085X,"attention mechanism into GCN by embedding an attention  for Res-Transformer) module  and SIE-AGCN module can  of evaluation protocols over baseline architecture. Especially, we","Y Chen, S Xia, J Zhao, Y Zhou, Q Niu, R Yao",2022,Pattern Recognition …,0.7127765315590467,0.7334144732919856,0.7230955024255161
Pay attention to mlps,https://proceedings.neurips.cc/paper/2021/hash/4cc05b35c2f937c5bd9e7d41d3686fff-Abstract.html,"For BERT, our model achieves parity with Transformers on  On one hand, the attention  mechanism [18] introduces the  A typical tiny attention module in our experiments has only a","H Liu, Z Dai, D So, QV Le",2021,Advances in neural information …,0.7208070173988197,0.724641830917819,0.7227244241583193
